Age,Gender,Retailer,RetailerFreqency,Items,Ethnicity,Education,HouseholdIncome,Q_TotalDuration,SurveyTime,EXP-1,EXP-2,EXP-3,SAT-1,SAT-2,SAT-3,SAT-4,SAT-5,PWOM-1,PWOM-2,PWOM-3,INTENT-1,INTENT-2,INTENT-3,INTENT-4,ENJOY-1,ENJOY-2,ENJOY-3,ENJOY-4
75,Female,macys,Somewhat Frequently,clothes,Black,High School/GED,"$50,001-75,000",201,595,7,7,7,7,7,7,7,7,6,6,6,6,2,6,6,2,6,5,5
52,Female,Fingerhut,Occasionally,tablet,White,Some College/Associates Degree,"$20,000 less",354,600,7,7,7,7,7,7,7,7,7,7,7,7,1,5,7,2,5,5,1
48,Female,walmart,Frequently,everything,White,Some College/Associates Degree,"$20,001-$35,000",355,600,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,2,7,7,2
65,Female,Kohls,Occasionally,Clothes,White,Some College/Associates Degree,"$35,001-$50,000",462,604,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,2,7,2,5
36,Female,Big 5,Somewhat Rarely,BB Gun,White,Some College/Associates Degree,"$20,000 less",7225,608,7,7,7,7,7,7,7,7,7,6,6,5,2,5,7,5,6,5,5
71,Female,dress barn,Somewhat Frequently,clothing,White,Some College/Associates Degree,"$75,000-$100,000",160,615.5,7,7,7,6,6,6,7,7,6,6,5,6,1,6,6,3,6,6,6
42,Female,Food lion ,Frequently,Food,White,Some College/Associates Degree,"Greater than $100,000",314,643,7,7,7,7,7,7,7,7,6,6,6,6,1,6,6,2,5,6,2
36,Female,Old Navy,Occasionally,Kids shoes and fall clothing,Black,Bachelor's degree,"$75,000-$100,000",198,652.5,6,7,7,6,6,6,,,6,6,6,6,2,4,7,4,5,3,2
73,Female,Stage,Somewhat Frequently,clothes and shoes,White,Some College/Associates Degree,"$50,001-75,000",250,652.5,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,5,6,6,3
73,Female,Bobs furniture ,Occasionally,Bedroom set ,White,Some College/Associates Degree,"$50,001-75,000",156,662.5,6,6,6,6,6,6,6,6,5,4,4,5,3,5,5,5,3,3,3
44,Female,Maurices,Occasionally,Clothes,White,Bachelor's degree,"$20,001-$35,000",251,677,7,7,7,6,6,6,6,6,7,7,7,7,1,7,7,5,6,6,5
83,Female,Macys,Frequently,A gift for a grandson,White,Graduate/Professional Degree,"$50,001-75,000",312,680.5,2,2,4,2,2,3,2,3,4,4,4,5,2,5,7,4,5,5,5
51,Female,dollar tree,Occasionally,christmas,Black,Bachelor's degree,"$20,000 less",153,709.5,4,4,4,4,4,4,4,4,6,7,6,7,1,7,7,5,4,1,1
18,Female,Sephora ,Occasionally,Makeup,Hispanic/Latino,Some College/Associates Degree,"$20,000 less",112,713,6,6,6,7,5,5,5,6,3,5,4,4,5,4,6,2,6,2,2
64,Female,Amazon,Somewhat Frequently,Kitchen items,White,Bachelor's degree,"$35,001-$50,000",307,776.5,7,7,7,7,7,7,7,7,6,6,6,6,1,6,6,5,5,5,3
66,Female,Amazon,Frequently,Cat toys,White,High School/GED,"$20,001-$35,000",85137,778.5,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,2,4,2,1
58,Female,Family Dollar,Frequently,cigarettes,White,Some College/Associates Degree,"$20,000 less",150,800.5,7,7,7,7,7,7,7,7,6,7,6,7,1,6,7,4,5,3,1
47,Female,marshalls,Frequently,back to school clothing,White,Bachelor's degree,"Greater than $100,000",402,806.5,7,7,7,7,7,7,7,7,7,7,7,7,1,6,7,1,7,5,3
54,Female,kohls,Occasionally,gifts,White,Some College/Associates Degree,"$20,000 less",130,833.5,6,6,6,6,6,6,6,6,6,6,6,6,2,5,6,2,6,6,4
61,Male,Walmart,Somewhat Frequently,Pet food,White,Bachelor's degree,"$35,001-$50,000",158,846.5,1,1,1,1,1,1,1,1,2,2,2,5,4,4,5,4,6,5,5
19,Female,Forever 21,Somewhat Rarely,A sweater ,White,Some College/Associates Degree,"$35,001-$50,000",407,849.5,5,6,7,7,7,6,7,7,5,4,4,4,4,5,5,1,7,7,5
49,Male,walmart,Somewhat Frequently,christmas gifts,Black,Some College/Associates Degree,"$20,001-$35,000",528,853.5,5,4,6,5,5,6,5,5,6,7,5,6,2,5,5,3,5,6,4
48,Female,Kohls,Somewhat Frequently,Christmas ornament,White,Bachelor's degree,"Greater than $100,000",142,867.5,2,2,2,2,2,2,2,2,2,3,3,4,2,3,6,5,3,4,1
49,Male,Home Depot,Frequently,Mulch,White,Bachelor's degree,"Greater than $100,000",140,918,4,4,4,4,4,7,7,4,4,5,4,7,1,5,7,7,1,1,1
68,Male,walmart,Frequently,kmart,Black,Some College/Associates Degree,"$50,001-75,000",157,921,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,3,6,6,5
65,Female,Macy's,Occasionally,Clothing,White,Some College/Associates Degree,"$50,001-75,000",198,927.5,7,7,7,7,7,7,7,7,6,6,6,6,2,6,6,2,5,5,5
59,Female,Forever 21,Rarely,Gifts,Hispanic/Latino,High School/GED,"$50,001-75,000",575,937,,,7,,,,7,,6,6,6,5,2,4,6,2,6,6,5
73,Male,Menards,Somewhat Frequently,tools,White,Some College/Associates Degree,"$35,001-$50,000",167,970.5,7,7,7,7,7,7,7,7,7,7,7,7,1,6,6,1,6,6,6
44,Female,Aldis,Frequently,Groceries,White,Graduate/Professional Degree,"$75,000-$100,000",390,995,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,2,6,6,6
40,Male,Walmart,Somewhat Frequently,groceries,Hispanic/Latino,Graduate/Professional Degree,"$75,000-$100,000",238,1034,1,3,3,2,2,3,2,1,2,3,3,4,2,3,4,6,5,1,4
41,Female,Starbucks,Somewhat Frequently,Present for Xmas,Hispanic/Latino,Bachelor's degree,"$75,000-$100,000",583,1036,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,2,4
44,Male,Wal mart,Frequently,Christmas gifts,White,Some College/Associates Degree,"$50,001-75,000",393,1040.5,6,5,6,6,6,7,6,5,6,5,6,5,2,6,6,3,5,4,3
68,Female,Tractor Supply,Frequently,equine grain,White,Bachelor's degree,"$20,000 less",206,1042.5,6,6,6,6,6,7,7,7,6,6,6,7,1,6,6,2,6,7,3
61,Female,WALMART,Occasionally,CHRISTMAS PRESENTS,White,High School/GED,"$20,000 less",234,1044,4,4,6,4,5,6,5,6,6,6,6,6,2,6,6,6,4,1,1
54,Female,dollar general,Frequently,coffee maker,Hispanic/Latino,Some College/Associates Degree,"$35,001-$50,000",170,1048.5,6,6,6,6,6,6,6,6,5,5,5,5,1,4,7,6,2,4,2
72,Female,walmart,Somewhat Frequently,groceries,White,Some College/Associates Degree,"$20,000 less",180,1056,4,3,4,4,3,3,3,3,4,4,4,4,2,3,5,4,5,6,5
78,Female,Kohls,Occasionally,shoes,White,Some College/Associates Degree,"$50,001-75,000",222,1064,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,2,7,6,3
56,Female,Walmart,Somewhat Rarely,Television,Black,High School/GED,"$20,000 less",296,1069.5,6,6,6,7,7,7,7,7,6,6,6,6,1,6,6,2,6,6,5
37,Female,Home Goods,Frequently,Christmas decorations,White,Graduate/Professional Degree,"$50,001-75,000",103,1078.5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7
61,Female,Target,Occasionally,Nothing in particular,White,Bachelor's degree,"$50,001-75,000",146,1082.5,6,6,6,5,5,5,5,5,5,5,5,5,1,5,5,7,2,3,1
78,Female,walmart.com,Frequently,food,White,Bachelor's degree,"$50,001-75,000",259,1097,7,7,7,7,7,7,7,7,6,5,6,7,1,5,7,6,3,3,1
41,Female,cvs,Frequently,personal care items,White,Graduate/Professional Degree,"$20,001-$35,000",184,1102.5,6,6,6,6,6,6,6,6,6,6,6,6,2,6,7,2,6,4,3
48,Female,Dillards,Occasionally,New Year’s Day sales,White,Bachelor's degree,"Greater than $100,000",192,1107.5,5,7,7,7,7,7,7,7,7,7,7,7,1,7,7,2,7,6,6
89,Male,Costco,Somewhat Frequently,food,White,Graduate/Professional Degree,"$50,001-75,000",326,1109.5,7,7,7,7,7,7,7,7,6,6,6,6,2,6,6,2,5,4,5
50,Female,grove city outlets,Occasionally,shirts and shorts,White,High School/GED,"$50,001-75,000",454,1115,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,3,5,6,4
57,Female,J Crew,Rarely,Sweater for a gift,White,Graduate/Professional Degree,"Greater than $100,000",567,1117,7,7,7,7,7,7,7,7,6,4,4,5,3,4,5,4,6,6,5
45,Male,Macy,Frequently,Macy,White,Bachelor's degree,"$50,001-75,000",334,1121.5,6,6,6,5,6,7,6,6,6,6,6,5,3,5,3,5,4,3,4
37,Female,Kohls,Frequently,Christmas items and clothes,White,Some College/Associates Degree,"$50,001-75,000",374,1141,7,7,7,7,7,,7,7,7,7,7,7,1,4,7,5,6,5,4
66,Female,factory outlet,Occasionally,clothing,White,Some College/Associates Degree,"$20,001-$35,000",334,1162,6,6,6,6,6,6,6,6,5,5,5,5,1,5,7,3,4,7,4
30,Female,toy,Occasionally,toy,Hispanic/Latino,Graduate/Professional Degree,"Greater than $100,000",148,1179,3,5,5,6,5,6,4,5,3,4,5,5,4,3,4,4,5,4,4
57,Male,lowe,Frequently,appliances,White,Some College/Associates Degree,"$50,001-75,000",123,1186,7,7,7,7,7,7,7,7,7,7,7,7,1,6,6,2,4,4,4
33,Female,TARGET,Somewhat Frequently,SHOE RACK,White,,"$75,000-$100,000",1735,1192.5,5,5,6,5,5,5,5,5,5,5,5,5,1,6,5,2,5,6,5
63,Female,Hannaford,Frequently,Groceries,White,Bachelor's degree,"$35,001-$50,000",789,1204,5,4,5,5,5,6,6,5,6,7,7,7,1,7,7,5,6,5,4
36,Male,Kohls,Frequently,easy to use,White,Bachelor's degree,"Greater than $100,000",510,1204.5,6,7,6,5,7,6,6,7,7,6,5,7,6,7,6,5,6,7,6
64,Female,Target,Occasionally,"Air freshener, drain unclogger",Black,Some College/Associates Degree,"$20,000 less",299,1207.5,7,6,7,7,6,6,7,7,7,6,6,7,1,6,7,2,4,5,4
63,Female,Meijer,Somewhat Frequently,Groceries and deals,White,High School/GED,"$50,001-75,000",416,1210.5,7,7,7,7,7,7,7,7,6,6,6,6,1,6,6,2,7,6,4
50,Male,amazon,Somewhat Frequently,usb flash drive ,White,Bachelor's degree,"$20,001-$35,000",738,1213.5,3,3,3,3,3,4,3,3,5,5,5,7,1,7,7,4,5,7,5
72,Female,Homegoods,Occasionally,christmas gifts,White,Some College/Associates Degree,"$50,001-75,000",198,1218,7,7,7,7,7,7,7,7,6,6,5,6,1,6,7,4,6,6,2
45,Female,Walgreens,Occasionally,natural nail polish,White,Bachelor's degree,"$75,000-$100,000",191,1237,5,5,6,5,6,6,6,6,4,5,4,5,1,4,5,1,7,7,6
68,Male,lowes,Somewhat Frequently,o rings,White,Some College/Associates Degree,"$35,001-$50,000",141,1248,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,4,5,4,4
60,Female,target,Frequently,things for christmas day ,White,High School/GED,"$50,001-75,000",255,1278,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,2,7,6,6
59,Female,burlington,Somewhat Frequently,clothing,White,Some College/Associates Degree,"$50,001-75,000",143,1281.5,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,6,7,7,4
34,Male,Walmart ,Somewhat Frequently,Meat,White,Graduate/Professional Degree,"$75,000-$100,000",146,1283.5,7,5,5,7,6,6,7,6,,7,6,6,3,6,7,7,6,5,7
73,Female,Kohls,Somewhat Frequently,Mens slacks,White,Bachelor's degree,"Greater than $100,000",170,1300.5,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,3,5,1,1
72,Male,Best Buy,Somewhat Rarely,65 inch TV,White,Bachelor's degree,"$50,001-75,000",238,1317,7,7,7,7,7,7,7,7,7,7,7,7,1,6,7,6,3,5,1
60,Female,ross,Frequently,luggage,Black,Bachelor's degree,"Greater than $100,000",154,1334.5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,6,3
55,Female,Walmart ,Somewhat Frequently,Food,White,Some College/Associates Degree,"$35,001-$50,000",638,1343,3,4,4,4,4,4,4,3,5,5,5,4,2,4,6,5,5,3,3
70,Female,"JC Penney,s",Occasionally,clothes,Black,Some College/Associates Degree,"$50,001-75,000",432,1372,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,1,4,4,5
79,Female,LEICESTER SQUARE CHRISTMAS MARKET,Rarely,GIFTS,White,,"Greater than $100,000",165,1374.5,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,7,7,3,1
57,Female,dollar general,Frequently,bra,White,Some College/Associates Degree,"$20,000 less",476,1375,7,7,7,7,7,7,7,7,7,6,6,7,6,6,7,5,2,6,1
48,Female,Chicos,Somewhat Frequently,Wrap,White,Graduate/Professional Degree,"Greater than $100,000",155,1377.5,7,7,7,7,7,7,7,7,7,6,6,7,1,5,7,2,6,5,4
41,Female,Dollar tree,Occasionally,Candy,Other,Bachelor's degree,"$20,000 less",263,1381.5,,5,,,,,5,,5,5,5,5,3,5,5,3,5,5,3
66,Female,Target,Somewhat Frequently,kids,White,Graduate/Professional Degree,"$50,001-75,000",127,1395.5,6,6,6,7,7,7,7,7,6,6,6,6,2,6,7,5,5,5,3
21,Female,Dollar Tree,Occasionally,Wrapping paper ,Hispanic/Latino,Some College/Associates Degree,"$35,001-$50,000",452,1401,2,3,3,3,3,4,1,1,3,5,3,3,3,5,3,6,2,6,3
69,Female,TJ Max,Somewhat Frequently,guesthouse furnishings,White,Some College/Associates Degree,"$35,001-$50,000",441,1426.5,7,7,7,7,7,7,7,7,7,7,6,7,1,6,7,2,5,6,1
79,Female,Best buy,Rarely,Microwave,White,,,237,1434,6,5,7,4,5,5,6,6,6,6,6,6,5,6,6,3,6,5,3
43,Female,Ross,Occasionally,Several items,White,Bachelor's degree,"$50,001-75,000",2863,1436,7,7,7,7,7,7,7,7,7,7,7,6,1,6,7,3,5,5,2
60,Female,Savemart,Somewhat Frequently,wine and milk,Native American,Some College/Associates Degree,"$20,000 less",228,1440,7,7,7,7,7,7,7,7,7,7,7,7,1,6,7,3,5,3,2
62,Female,ollies,Somewhat Rarely,bargins,White,High School/GED,"$35,001-$50,000",124,1482,7,7,7,7,7,7,7,7,7,6,7,6,7,6,6,2,6,6,6
64,Female,Wal Mart,Frequently,Christmas,White,Some College/Associates Degree,"$20,001-$35,000",169,1486.5,5,5,4,5,5,5,5,4,5,5,5,7,1,6,7,5,6,2,1
60,Female,target,Somewhat Frequently,christmas gifts,White,Graduate/Professional Degree,"$50,001-75,000",409,1516.5,7,6,7,7,7,7,7,7,7,6,7,7,1,6,7,4,4,5,5
66,Female,JC Penney,Frequently,blouse,White,Bachelor's degree,"$50,001-75,000",238,1540.5,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,1,7,6,6
74,Male,Publix,Frequently,groceries/paper towels,White,Some College/Associates Degree,"$20,001-$35,000",192,1543.5,3,3,6,4,5,6,6,6,3,3,3,7,1,6,7,3,3,5,1
53,Male,kohls,Frequently,jeans,White,Bachelor's degree,"$50,001-75,000",5995,1565,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
51,Female,Macys ,Occasionally,White long sleeve shirt,White,High School/GED,"$50,001-75,000",142,1571.5,6,6,7,7,7,7,7,7,6,6,6,6,1,5,7,3,6,6,5
72,Male,"belk,s",Somewhat Frequently,bed sheets,Black,Bachelor's degree,"$50,001-75,000",260,1573.5,6,7,6,7,6,5,7,6,6,7,7,6,1,6,7,3,7,6,3
71,Female,mcdonalds,Occasionally,food,White,High School/GED,"$20,001-$35,000",199,1588.5,7,7,7,7,7,7,7,7,6,6,6,6,1,5,6,6,1,1,1
48,Female,Bath and Body Works,Somewhat Rarely,Shower gel,White,Graduate/Professional Degree,"Greater than $100,000",661,1638.5,5,5,6,6,6,6,6,6,7,7,7,7,2,6,6,6,4,2,1
72,Female,Bjs,Somewhat Frequently,TV,White,Some College/Associates Degree,"$75,000-$100,000",363,1657,5,6,6,7,7,7,7,7,6,6,6,6,2,5,6,2,5,5,2
72,Male,big lots,Somewhat Frequently,gifts for the holidays,East Asian,Bachelor's degree,"$50,001-75,000",157,1672.5,7,7,7,7,7,7,7,7,6,6,6,6,1,6,6,5,4,5,3
43,Female,Kohls,Frequently,2,White,High School/GED,"$50,001-75,000",179,1683.5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4
42,Female,Ikea,Occasionally,"Plates, utensils, glassware",White,Bachelor's degree,"Greater than $100,000",122,1709,6,6,6,6,6,6,6,6,6,6,6,7,1,6,7,2,6,5,3
70,Male,Walmart,Frequently,oil,White,High School/GED,"$20,001-$35,000",730,1712,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,1,7,7,7
85,Female,Kmart,Rarely,clothes,Black,High School/GED,"$20,001-$35,000",242,1720,7,7,6,7,7,7,7,7,7,7,7,6,1,6,7,2,6,7,6
36,Female,Bath and body works ,Somewhat Frequently,Soaps ,Black,Some College/Associates Degree,"$75,000-$100,000",232,1758.5,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,2,7,6,4
34,Female,Target,Somewhat Rarely,toys for my kid,White,Bachelor's degree,"$20,000 less",315,1767,5,5,5,6,6,6,6,6,6,6,6,5,2,5,4,2,5,5,4
65,Female,costco,Somewhat Frequently,clothes,White,Bachelor's degree,"$75,000-$100,000",152,1842.5,6,5,6,6,6,6,6,6,7,6,6,6,1,6,6,3,5,4,4
72,Male,fred meyer,Occasionally,bedding,White,Some College/Associates Degree,"Greater than $100,000",525,1925,6,6,6,6,6,6,6,6,6,6,5,6,1,5,6,4,4,4,4
29,Male,walmart,Frequently,toys,White,Bachelor's degree,"$50,001-75,000",412,1961,7,7,7,7,7,7,7,7,7,7,6,7,1,7,7,1,7,6,7
35,Male,Ebay,Frequently,Lawn Mower,White,High School/GED,"Greater than $100,000",269,2006.5,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,1,7,7,7
62,Female,Cost Plus World Market,,wall art,White,Bachelor's degree,"$20,001-$35,000",1013,2081.5,7,7,7,6,6,7,7,7,6,7,7,7,1,6,7,3,7,6,2
67,Female,Lululemon,Occasionally,Pants,White,Graduate/Professional Degree,"$20,000 less",130,2107,6,6,6,6,6,6,6,6,7,7,6,6,1,6,6,4,4,5,1
73,Female,Macys,Somewhat Frequently,Grandkids ,White,Bachelor's degree,"Greater than $100,000",258,2180,7,7,7,7,7,7,7,7,7,7,7,7,1,6,7,2,7,7,5
71,Male,Meskawi gift shop,Rarely,to use my casino comps,White,Graduate/Professional Degree,"$75,000-$100,000",1608,2627,7,7,6,7,7,7,6,6,6,5,4,4,4,2,6,4,6,4,2
45,Female,Macy's,Frequently,gifts for my family,White,High School/GED,"$50,001-75,000",239,2661,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,1,7,7,7
82,Female,Amazon,Somewhat Frequently,Medium weight winter jacket,Black,Graduate/Professional Degree,"$35,001-$50,000",347,2707,7,7,7,7,7,7,7,7,6,6,6,6,1,6,6,2,6,7,1
72,Female,Soma,Occasionally,bras,White,Some College/Associates Degree,"$50,001-75,000",222,2728,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,2,7,7,3
50,Male,Strand Bookstore,Frequently,books ,Native American,Graduate/Professional Degree,"$75,000-$100,000",219,2787,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,1,7,7,7
71,Male,the home depot,Somewhat Frequently,battery leaf blower,White,High School/GED,"$50,001-75,000",180,2848.5,6,5,6,6,7,7,7,6,4,5,5,5,1,4,6,6,6,7,6
64,Female,Kohls,Frequently,Xmas gifts,White,Graduate/Professional Degree,"$75,000-$100,000",300,2852.5,7,7,7,7,7,6,7,6,6,5,5,6,1,6,6,5,5,3,1
59,Female,Grocery outlet ,Frequently,Cheese,White,Some College/Associates Degree,"$20,000 less",136,3024.5,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,3,6,5,2
58,Female,Macys,Occasionally,Macys,White,High School/GED,"$20,001-$35,000",242,3074,7,6,6,7,6,7,6,6,6,6,6,6,1,6,6,4,5,5,4
71,Female,Asics Outlet ,Rarely,athletic shoes,White,,"$50,001-75,000",170,3093.5,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,4,3,3,3
67,Female,Value Village,Somewhat Frequently,Cold weather coat,White,Graduate/Professional Degree,"$50,001-75,000",182,3240.5,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,5,2,5,5
62,Female,Coborns,Occasionally,Yes,White,High School/GED,"$50,001-75,000",296,3287.5,4,5,5,6,5,5,6,5,5,6,6,5,1,5,5,2,5,5,1
56,Female,Shoe Carnival,Rarely,shoes,White,High School/GED,"$20,000 less",561,3315.5,6,6,6,6,6,7,6,6,6,6,6,5,2,5,5,7,2,4,1
23,Female, Heritages,Frequently,Tobacco,White,Some College/Associates Degree,"$35,001-$50,000",2089,3466.5,7,7,7,7,7,7,7,7,5,7,4,7,1,7,7,5,7,6,1
62,Female,Belks,Somewhat Frequently,Xmas gifts,White,Some College/Associates Degree,"Greater than $100,000",232,3469,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,1,7,7,7
65,Male,Winn Dixie,Rarely,Crab cakes,White,High School/GED,"$20,000 less",271,3834.5,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,3,6,5,6
60,Female,Walmart,Occasionally,christmas,White,High School/GED,"Greater than $100,000",168,3948.5,2,2,4,4,4,5,3,3,4,4,4,4,2,4,4,5,2,1,1
55,Female,FOREVER21,Somewhat Rarely,TEEN CLOTHING,White,Some College/Associates Degree,"Greater than $100,000",169,4030.5,6,6,7,7,7,7,7,7,6,6,6,6,1,5,6,3,6,6,2
40,Male,Amazon,Somewhat Frequently,All kinds of things,East Asian,Graduate/Professional Degree,"Greater than $100,000",120,4173,6,6,6,6,6,6,6,6,6,6,6,5,2,6,6,5,5,6,5
39,Female,walmart,Somewhat Frequently,"gifts, food, other",White,Bachelor's degree,"$75,000-$100,000",245,4245,6,6,6,6,6,6,6,6,5,5,4,6,2,6,6,6,3,4,1
56,Male,j c penney,Somewhat Frequently,jewelry,White,Bachelor's degree,"$75,000-$100,000",254,4482,6,6,7,7,7,7,7,7,5,5,5,4,3,5,5,2,6,6,4
47,Male,Cos,Somewhat Frequently,Liquor,White,Bachelor's degree,"Greater than $100,000",582,4711.5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4
61,Female,fred meyer,Somewhat Frequently,groceries,White,Some College/Associates Degree,"Greater than $100,000",207,4882,7,7,7,7,7,7,7,7,6,6,6,6,1,6,6,4,5,5,5
62,Male,amazon,Frequently,stereo amp,White,Graduate/Professional Degree,"$20,000 less",300,5464.5,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,1,7,7,4
67,Female,Walmart,Frequently,Household items,White,Some College/Associates Degree,"$20,000 less",279,5760.5,1,1,3,1,1,1,1,1,5,4,5,6,2,4,6,3,7,7,6
67,Female,Macys,Somewhat Frequently,jewelry,White,Graduate/Professional Degree,"$20,001-$35,000",178,5777.5,5,5,6,4,4,4,4,4,6,5,4,7,1,7,7,1,6,6,4
46,Female,Walmart,Frequently,Food,White,Some College/Associates Degree,"$75,000-$100,000",157,5785,7,7,7,7,7,7,7,6,6,6,4,7,1,7,7,2,5,6,2
76,Female,WalMart,Frequently,"Groceries, clothes, household items",White,Some College/Associates Degree,"$50,001-75,000",296,5997.5,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,3,7,7,7
59,Female,Walmart,Frequently,Apple Watch ,White,Some College/Associates Degree,"$20,001-$35,000",605,6011,7,4,5,7,7,7,7,7,6,6,6,6,1,6,6,7,5,5,2
59,Female,Macys,Somewhat Frequently,Women's adidas Grey sweatpants,White,Some College/Associates Degree,"$20,001-$35,000",315,6169,7,7,7,7,7,7,7,7,6,7,7,6,1,6,6,2,7,6,4
54,Female,Walmart,Occasionally,Groceries,White,Bachelor's degree,"$20,001-$35,000",246,6250,2,2,4,2,2,2,2,2,4,4,4,4,4,4,4,2,3,1,1
57,Female,Target,Occasionally,myself and household,Black,Some College/Associates Degree,"$35,001-$50,000",307,6335.5,7,7,7,7,7,7,7,7,7,7,7,6,2,4,5,4,5,5,5
64,Male,Parts Unknown,Occasionally,Leather Blazer,White,Bachelor's degree,"Greater than $100,000",261,6751,7,7,7,7,7,7,7,7,7,7,7,7,1,6,6,4,7,6,4
43,Male,wefwefww,Frequently,dfgdfgerger,White,Graduate/Professional Degree,"$75,000-$100,000",798,7216,7,6,7,7,6,6,7,6,7,6,7,6,1,6,7,1,6,6,6
54,Female,peir one,Somewhat Rarely,dinning room chairs,White,High School/GED,"$50,001-75,000",169,7942.5,7,7,7,7,7,7,7,7,7,7,7,7,1,6,6,1,7,7,7
58,Female,kolhs,Somewhat Frequently,jeans,White,,"$50,001-75,000",127,8605,5,5,5,6,5,6,5,5,6,6,6,5,6,6,6,6,6,5,6
81,Female,macys,Somewhat Frequently,granddaughters,White,High School/GED,"$50,001-75,000",219,8854,7,7,7,7,7,7,7,7,7,7,7,7,1,6,7,2,5,5,3
68,Female,cracker barrel store,Occasionally,nothing in particular,White,Some College/Associates Degree,"$35,001-$50,000",344,8892,7,7,7,7,7,7,7,7,6,6,6,6,1,5,6,3,5,5,4
42,Female,Nordstrom,Somewhat Frequently,Clothing,White,Bachelor's degree,"$20,000 less",685,9051.5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,5
31,Male,Petsmart,Occasionally,Pet accessories,White,Graduate/Professional Degree,"Greater than $100,000",194,9568.5,3,3,2,4,3,3,4,3,3,3,4,5,3,3,5,5,2,3,3
30,Female,TJ MAxx,Rarely,clothes,White,Bachelor's degree,"$20,001-$35,000",126,9926,6,6,6,6,6,6,6,6,5,5,5,4,3,4,5,4,5,3,2
43,Male,Khols,Frequently,CHRISTMAS shopping ,Hispanic/Latino,High School/GED,"$50,001-75,000",168,10006.5,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,1,5,5,6
70,Female,Nebraska Furniture,Somewhat Rarely,couch,White,Graduate/Professional Degree,"$35,001-$50,000",302,11517.5,6,5,6,6,6,6,6,6,6,6,6,5,1,5,5,4,4,3,1
72,Female,WalMart,Occasionally,xmas clearance items,White,Bachelor's degree,"Greater than $100,000",309,12916.5,7,7,7,6,6,7,7,6,6,6,6,7,1,6,7,5,4,1,1
58,Female,TJ Maxx,Occasionally,Holiday Ornament,White,Graduate/Professional Degree,"$50,001-75,000",306,13509.5,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,3,5,3,1
60,Male,jcpennys,Occasionally,christmas gifts,White,Some College/Associates Degree,"$50,001-75,000",114,14030,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,6,1,1,1
41,Female,Ross,Somewhat Rarely,Lamp,White,Bachelor's degree,"$75,000-$100,000",560,14185.5,5,5,6,5,5,5,5,5,5,5,5,4,2,3,5,5,3,3,1
35,Female,Kohl ,Frequently,Clothes ,West Asian/Middle Eastern,Graduate/Professional Degree,"$75,000-$100,000",287,15445.5,7,7,7,7,7,7,7,7,7,6,6,6,1,4,6,6,7,4,6
56,Female,Kohl's,Frequently,clothing,White,Graduate/Professional Degree,"$75,000-$100,000",244,15782,7,6,7,7,7,7,7,7,7,7,7,7,1,7,,6,2,2,1
46,Female,Kohls,Occasionally,bras,White,Bachelor's degree,"$50,001-75,000",4336,19773.5,4,4,4,3,5,4,5,4,5,5,5,5,3,5,5,7,5,1,1
